Date,Open,High,Low,Close,Adj Close,Volume
2018-05-23,33.910000,34.299999,33.669998,34.049999,31.822065,5031600
2018-05-24,32.919998,36.000000,32.709999,35.220001,32.915512,15041600
2018-05-25,34.730000,35.740002,34.610001,35.500000,33.177193,5802000
2018-05-29,35.360001,35.549999,35.150002,35.360001,33.046349,3946400
2018-05-30,35.549999,36.529999,35.430000,36.180000,33.812698,5294300
2018-05-31,35.099998,35.230000,33.590000,33.910000,32.225647,7837100
2018-06-01,33.950001,34.990002,33.810001,34.570000,32.852867,4328200
2018-06-04,34.939999,35.849998,34.720001,35.799999,34.021770,5885300
2018-06-05,35.810001,37.340000,35.750000,37.189999,35.342728,7093300
2018-06-06,37.360001,38.139999,36.160000,37.090000,35.247696,5939700
2018-06-07,37.349998,37.919998,37.090000,37.549999,35.684845,5160500
2018-06-08,37.340000,37.650002,36.340000,36.990002,35.152660,5237100
2018-06-11,37.130001,37.419998,36.849998,36.939999,35.105145,4345200
2018-06-12,37.389999,37.400002,35.820000,36.520000,34.706009,4491500
2018-06-13,36.500000,36.860001,36.000000,36.509998,34.696503,3033100
2018-06-14,36.450001,36.450001,35.470001,35.990002,34.202335,4622500
2018-06-15,35.980000,37.099998,35.720001,36.389999,34.582466,4706300
2018-06-18,36.279999,37.419998,36.189999,36.360001,34.553955,4744800
2018-06-19,36.180000,36.450001,35.770000,35.959999,34.173824,3475300
2018-06-20,36.209999,36.480000,35.520000,36.400002,34.591969,2526400
2018-06-21,36.330002,37.189999,36.080002,37.139999,35.295208,3081400
2018-06-22,37.160000,37.400002,36.560001,36.689999,34.867565,4024800
2018-06-25,36.580002,37.020000,36.450001,36.869999,35.038620,2671900
2018-06-26,36.970001,37.630001,36.910000,37.430000,35.570805,3101500
2018-06-27,37.380001,37.810001,36.720001,36.820000,34.991104,2958700
2018-06-28,36.860001,37.570000,36.720001,37.310001,35.456768,2320500
2018-06-29,37.500000,37.740002,36.790001,36.880001,35.048126,2615800
2018-07-02,36.549999,36.680000,35.630001,35.950001,34.164322,3293000
2018-07-03,36.279999,36.610001,36.029999,36.439999,34.629978,1146600
2018-07-05,36.490002,36.599998,35.320000,35.590000,33.822201,2670700
2018-07-06,35.619999,36.830002,35.430000,36.700001,34.877068,2912100
2018-07-09,37.150002,37.560001,36.680000,37.410000,35.551800,3141600
2018-07-10,37.310001,37.840000,37.250000,37.810001,35.931934,3084900
2018-07-11,37.610001,37.669998,36.570000,36.770000,34.943588,4653400
2018-07-12,34.290001,34.349998,32.320000,32.340000,30.733633,14737200
2018-07-13,32.320000,32.349998,31.309999,31.709999,30.134924,8719100
2018-07-16,31.799999,32.160000,31.459999,32.020000,30.429527,4721100
2018-07-17,31.850000,32.389999,31.850000,32.060001,30.467541,2746400
2018-07-18,32.139999,32.360001,31.830000,32.340000,30.733633,3459300
2018-07-19,32.080002,32.959999,31.900000,32.770000,31.142275,3043300
2018-07-20,32.669998,32.720001,31.670000,31.700001,30.125422,5552000
2018-07-23,31.620001,31.870001,31.450001,31.530001,29.963867,3477200
2018-07-24,31.580000,31.830000,31.180000,31.350000,29.792807,3215200
2018-07-25,31.080000,31.309999,30.420000,31.020000,29.479200,4848000
2018-07-26,31.090000,32.099998,30.889999,31.129999,29.583733,3604600
2018-07-27,31.340000,31.540001,30.700001,30.770000,29.241617,2013700
2018-07-30,30.870001,31.340000,30.719999,31.040001,29.498205,3310600
2018-07-31,31.250000,31.840000,31.100000,31.670000,30.096910,4054700
2018-08-01,31.520000,32.000000,31.080000,31.330000,29.773800,3958000
