Date,Open,High,Low,Close,Adj Close,Volume
2018-05-23,52.970001,53.200001,52.560001,52.959999,52.959999,2586900
2018-05-24,52.669998,54.509998,52.150002,52.709999,52.709999,2724400
2018-05-25,53.000000,54.380001,52.849998,54.250000,54.250000,2191500
2018-05-29,54.160000,55.549999,54.119999,55.419998,55.419998,2786800
2018-05-30,55.570000,56.490002,55.389999,56.160000,56.160000,2414700
2018-05-31,56.310001,56.549999,54.630001,54.830002,54.830002,13684500
2018-06-01,55.180000,56.070000,54.900002,55.570000,55.570000,1597400
2018-06-04,55.630001,56.150002,55.470001,56.110001,56.110001,2478800
2018-06-05,55.950001,57.330002,55.950001,57.290001,57.290001,2570800
2018-06-06,57.139999,57.410000,56.630001,57.150002,57.150002,1651300
2018-06-07,57.419998,57.419998,56.430000,57.070000,57.070000,1415200
2018-06-08,56.980000,57.730000,56.910000,57.630001,57.630001,1162900
2018-06-11,57.830002,58.000000,57.290001,57.570000,57.570000,1747300
2018-06-12,57.580002,57.799999,57.340000,57.610001,57.610001,1147100
2018-06-13,57.799999,58.240002,57.570000,57.700001,57.700001,1688200
2018-06-14,57.720001,58.189999,57.330002,58.080002,58.080002,2254300
2018-06-15,57.980000,58.320000,57.330002,58.220001,58.220001,3610600
2018-06-18,57.919998,58.959999,57.770000,58.820000,58.820000,2302000
2018-06-19,58.270000,59.540001,58.189999,59.430000,59.430000,2536000
2018-06-20,59.639999,60.400002,59.049999,60.200001,60.200001,1634200
2018-06-21,60.189999,60.430000,59.240002,59.570000,59.570000,1293200
2018-06-22,60.230000,60.299999,59.740002,59.910000,59.910000,2535500
2018-06-25,60.000000,60.009998,57.790001,58.299999,58.299999,1528400
2018-06-26,57.450001,57.750000,55.779999,56.279999,56.279999,3904900
2018-06-27,56.560001,56.560001,55.130001,55.169998,55.169998,2704700
2018-06-28,55.240002,56.080002,54.630001,56.009998,56.009998,2661900
2018-06-29,56.080002,57.040001,55.779999,56.560001,56.560001,53422600
2018-07-02,56.570000,56.880001,55.700001,56.840000,56.840000,2523000
2018-07-03,57.450001,57.799999,56.840000,57.340000,57.340000,1487000
2018-07-05,57.389999,57.790001,56.139999,57.160000,57.160000,2537600
2018-07-06,57.299999,58.259998,57.029999,58.009998,58.009998,1697500
2018-07-09,58.110001,58.820000,58.090000,58.750000,58.750000,1611400
2018-07-10,59.020000,59.500000,58.369999,58.709999,58.709999,1319400
2018-07-11,57.139999,58.610001,56.930000,58.320000,58.320000,1989800
2018-07-12,58.750000,59.150002,58.509998,58.880001,58.880001,1903400
2018-07-13,59.020000,59.520000,58.759998,59.310001,59.310001,1089900
2018-07-16,59.310001,59.660000,58.320000,58.430000,58.430000,2197800
2018-07-17,58.090000,59.290001,57.849998,59.160000,59.160000,1569100
2018-07-18,59.160000,59.389999,58.490002,59.320000,59.320000,1557200
2018-07-19,59.049999,59.459999,58.980000,59.130001,59.130001,854200
2018-07-20,59.009998,59.360001,58.959999,58.980000,58.980000,922800
2018-07-23,59.000000,59.029999,58.070000,58.259998,58.259998,1723000
2018-07-24,58.639999,58.720001,57.060001,57.369999,57.369999,2259300
