Date,Open,High,Low,Close,Adj Close,Volume
2018-05-23,182.500000,186.910004,182.179993,186.899994,186.899994,16628100
2018-05-24,185.880005,186.800003,185.029999,185.929993,185.929993,12354700
2018-05-25,186.020004,186.330002,184.449997,184.919998,184.919998,10965100
2018-05-29,184.339996,186.809998,183.710007,185.740005,185.740005,16398900
2018-05-30,186.539993,188.000000,185.250000,187.669998,187.669998,13736900
2018-05-31,187.869995,192.720001,187.479996,191.779999,191.779999,30782600
2018-06-01,193.070007,194.550003,192.070007,193.990005,193.990005,17307200
2018-06-04,191.839996,193.979996,191.470001,193.279999,193.279999,18939800
2018-06-05,194.300003,195.000000,192.619995,192.940002,192.940002,15544300
2018-06-06,191.029999,192.529999,189.110001,191.339996,191.339996,22558900
2018-06-07,190.750000,190.970001,186.770004,188.179993,188.179993,21503200
2018-06-08,187.529999,189.479996,186.429993,189.100006,189.100006,12677100
2018-06-11,188.809998,192.600006,188.800003,191.539993,191.539993,12928900
2018-06-12,192.169998,193.279999,191.559998,192.399994,192.399994,11562700
2018-06-13,192.740005,194.500000,191.910004,192.410004,192.410004,15853800
2018-06-14,193.100006,197.279999,192.910004,196.809998,196.809998,19120900
2018-06-15,195.789993,197.070007,194.639999,195.850006,195.850006,21860900
2018-06-18,194.800003,199.580002,194.130005,198.309998,198.309998,16826000
2018-06-19,196.240005,197.960007,193.789993,197.490005,197.490005,19994000
2018-06-20,199.100006,203.550003,198.809998,202.000000,202.000000,28230900
2018-06-21,202.759995,203.389999,200.089996,201.500000,201.500000,19045700
2018-06-22,201.160004,202.240005,199.309998,201.740005,201.740005,17420200
2018-06-25,200.000000,200.000000,193.110001,196.350006,196.350006,25275100
2018-06-26,197.600006,199.100006,196.229996,199.000000,199.000000,17897600
2018-06-27,199.179993,200.750000,195.800003,195.839996,195.839996,18734400
2018-06-28,195.179993,197.339996,193.259995,196.229996,196.229996,18172400
2018-06-29,197.320007,197.600006,193.960007,194.320007,194.320007,15811600
2018-07-02,193.369995,197.449997,192.220001,197.360001,197.360001,13961600
2018-07-03,194.550003,195.399994,192.520004,192.729996,192.729996,13489500
2018-07-05,194.740005,198.649994,194.029999,198.449997,198.449997,19684200
2018-07-06,198.449997,203.639999,197.699997,203.229996,203.229996,19740100
2018-07-09,204.929993,205.800003,202.119995,204.740005,204.740005,18149400
2018-07-10,204.500000,204.910004,202.259995,203.539993,203.539993,13190100
2018-07-11,202.220001,204.500000,201.750000,202.539993,202.539993,12927400
2018-07-12,203.429993,207.080002,203.190002,206.919998,206.919998,15454700
2018-07-13,207.809998,208.429993,206.449997,207.320007,207.320007,11486800
2018-07-16,207.500000,208.720001,206.839996,207.229996,207.229996,11078200
2018-07-17,204.899994,210.460007,204.839996,209.990005,209.990005,15349900
2018-07-18,209.820007,210.990005,208.440002,209.360001,209.360001,15334900
2018-07-19,208.770004,209.990005,207.759995,208.089996,208.089996,11350400
2018-07-20,208.850006,211.500000,208.500000,209.940002,209.940002,16163900
2018-07-23,210.580002,211.619995,208.800003,210.910004,210.910004,16732000
2018-07-24,215.110001,216.199997,212.600006,214.669998,214.669998,28468700
2018-07-25,215.720001,218.619995,214.270004,217.500000,217.500000,58954200
2018-07-26,174.889999,180.130005,173.750000,176.259995,176.259995,169803700
2018-07-27,179.869995,179.929993,173.000000,174.889999,174.889999,60073700
2018-07-30,175.300003,175.300003,166.559998,171.059998,171.059998,65280800
2018-07-31,170.669998,174.240005,170.000000,172.580002,172.580002,40356500
2018-08-01,173.929993,175.080002,170.899994,171.649994,171.649994,34042100
2018-08-02,170.679993,176.789993,170.270004,176.369995,176.369995,32400000
2018-08-03,177.690002,178.850006,176.149994,177.779999,177.779999,24763400
2018-08-06,178.970001,185.789993,178.380005,185.690002,185.690002,49716200
2018-08-07,186.500000,188.300003,183.720001,183.809998,183.809998,33398600
2018-08-08,184.750000,186.850006,183.759995,185.179993,185.179993,22205200
2018-08-09,185.850006,186.570007,182.479996,183.089996,183.089996,19696700
2018-08-10,182.039993,182.100006,179.419998,180.259995,180.259995,21500400
2018-08-13,180.100006,182.610001,178.899994,180.050003,180.050003,17369400
2018-08-14,180.710007,181.990005,178.619995,181.110001,181.110001,19102000
2018-08-15,179.339996,180.869995,174.779999,179.529999,179.529999,33020200
2018-08-16,180.419998,180.500000,174.009995,174.699997,174.699997,31351800
2018-08-17,174.500000,176.220001,172.039993,173.800003,173.800003,24893200
2018-08-20,174.039993,174.570007,170.910004,172.500000,172.500000,21518000
2018-08-21,172.809998,174.169998,171.389999,172.619995,172.619995,19578500
2018-08-22,172.210007,174.240005,172.130005,173.639999,173.639999,16894100
2018-08-23,173.089996,175.550003,172.830002,172.899994,172.899994,18053600
2018-08-24,173.699997,174.820007,172.919998,174.649994,174.649994,14631600
2018-08-27,175.990005,178.669998,175.789993,177.460007,177.460007,17921900
2018-08-28,178.100006,178.240005,175.830002,176.259995,176.259995,15910700
2018-08-29,176.300003,176.789993,174.750000,175.899994,175.899994,18494100
2018-08-30,175.899994,179.789993,175.699997,177.639999,177.639999,24216500
2018-08-31,177.149994,177.619995,174.979996,175.729996,175.729996,18065200
2018-09-04,173.500000,173.889999,168.800003,171.160004,171.160004,29809000
2018-09-05,169.490005,171.130005,166.669998,167.179993,167.179993,31226700
2018-09-06,166.979996,166.979996,160.000000,162.529999,162.529999,41514800
2018-09-07,160.309998,164.630005,160.160004,163.039993,163.039993,24300600
2018-09-10,163.509995,165.009995,162.160004,164.179993,164.179993,20197700
2018-09-11,163.940002,167.190002,163.720001,165.940002,165.940002,20457100
2018-09-12,163.250000,164.490005,161.800003,162.000000,162.000000,24078100
2018-09-13,162.000000,163.320007,160.860001,161.360001,161.360001,25453800
2018-09-14,161.720001,162.839996,160.339996,162.320007,162.320007,21770400
2018-09-17,161.919998,162.059998,159.770004,160.580002,160.580002,21005300
2018-09-18,159.389999,161.759995,158.869995,160.300003,160.300003,22465200
2018-09-19,160.080002,163.440002,159.479996,163.059998,163.059998,19629000
2018-09-20,164.500000,166.449997,164.470001,166.020004,166.020004,18824200
2018-09-21,166.639999,167.250000,162.809998,162.929993,162.929993,45994800
2018-09-24,161.029999,165.699997,160.880005,165.410004,165.410004,19222800
2018-09-25,161.990005,165.589996,161.149994,164.910004,164.910004,27622800
2018-09-26,164.300003,169.300003,164.210007,166.949997,166.949997,25252200
2018-09-27,167.550003,171.770004,167.210007,168.839996,168.839996,27266900
2018-09-28,168.330002,168.789993,162.559998,164.460007,164.460007,34265600
2018-10-01,163.029999,165.880005,161.259995,162.440002,162.440002,26407700
2018-10-02,161.580002,162.279999,158.669998,159.330002,159.330002,36031000
2018-10-03,160.000000,163.660004,159.529999,162.429993,162.429993,23109500
2018-10-04,161.460007,161.460007,157.350006,158.850006,158.850006,25739600
2018-10-05,159.210007,160.899994,156.199997,157.330002,157.330002,25744000
2018-10-08,155.539993,158.339996,154.389999,157.250000,157.250000,24046000
2018-10-09,157.690002,160.589996,157.419998,157.899994,157.899994,18844400
2018-10-10,156.820007,157.690002,151.309998,151.380005,151.380005,30610000
2018-10-11,150.130005,154.809998,149.160004,153.350006,153.350006,35338900
2018-10-12,156.729996,156.889999,151.300003,153.740005,153.740005,25293500
2018-10-15,153.320007,155.570007,152.550003,153.520004,153.520004,15433500
2018-10-16,155.399994,159.460007,155.009995,158.779999,158.779999,19180100
2018-10-17,159.559998,160.490005,157.949997,159.419998,159.419998,17592000
2018-10-18,158.509995,158.660004,153.279999,154.919998,154.919998,21675100
2018-10-19,155.860001,157.350006,153.550003,154.050003,154.050003,19761300
2018-10-22,154.759995,157.339996,154.460007,154.779999,154.779999,15424700
