Date,Open,High,Low,Close,Adj Close,Volume
2017-10-02,959.979980,962.539978,947.840027,953.270020,953.270020,1283400
2017-10-03,954.000000,958.000000,949.140015,957.789978,957.789978,888300
2017-10-04,957.000000,960.390015,950.690002,951.679993,951.679993,952400
2017-10-05,955.489990,970.909973,955.179993,969.960022,969.960022,1213800
2017-10-06,966.700012,979.460022,963.359985,978.890015,978.890015,1173900
2017-10-09,980.000000,985.424988,976.109985,977.000000,977.000000,891400
2017-10-10,980.000000,981.570007,966.080017,972.599976,972.599976,968400
2017-10-11,973.719971,990.710022,972.250000,989.250000,989.250000,1693300
2017-10-12,987.450012,994.119995,985.000000,987.830017,987.830017,1262400
2017-10-13,992.000000,997.210022,989.000000,989.679993,989.679993,1169800
2017-10-16,992.099976,993.906982,984.000000,992.000000,992.000000,910500
2017-10-17,990.289978,996.440002,988.590027,992.179993,992.179993,1290200
2017-10-18,991.770020,996.719971,986.974976,992.809998,992.809998,1057600
2017-10-19,986.000000,988.880005,978.390015,984.450012,984.450012,1313600
2017-10-20,989.440002,991.000000,984.580017,988.200012,988.200012,1183200
2017-10-23,989.520020,989.520020,966.119995,968.450012,968.450012,1478400
2017-10-24,970.000000,972.229980,961.000000,970.539978,970.539978,1212200
2017-10-25,968.369995,976.090027,960.520020,973.330017,973.330017,1211300
2017-10-26,980.000000,987.599976,972.200012,972.559998,972.559998,2042100
2017-10-27,1009.190002,1048.390015,1008.200012,1019.270020,1019.270020,5167700
2017-10-30,1014.000000,1024.969971,1007.500000,1017.109985,1017.109985,2085100
2017-10-31,1015.219971,1024.000000,1010.419983,1016.640015,1016.640015,1330700
2017-11-01,1017.210022,1029.670044,1016.950012,1025.500000,1025.500000,1373444
